139228,None,622.0,5.0,89.79574055799203,2018-05-30-10-20-50
139228,None,622.0,5.0,90.54227785539086,2018-05-30-10-22-06
139228,1260,622.0,5.0,90.80813083278002,2018-05-30-10-25-01
139240,1310,622.0,5.0,89.80701783400396,2018-05-30-10-25-53
139240,None,622.0,5.0,90.07763327787235,2018-05-30-10-26-16
139240,None,622.0,5.0,90.59548207008723,2018-05-30-10-28-45
139240,1410,622.0,5.0,90.17078276911099,2018-05-30-10-29-37
139240,None,622.0,5.0,90.13293378816208,2018-05-30-10-30-01
139240,None,622.0,5.0,88.1464098158173,2018-05-30-10-36-42
139240,None,622.0,5.0,90.09886440064247,2018-05-30-10-37-34
139240,None,622.0,5.0,89.97452154417914,2018-05-30-10-37-58
139240,None,622.0,5.0,88.60251378956764,2018-05-30-10-39-58
139240,1360,622.0,5.0,89.53997077997269,2018-05-30-10-40-50
139240,None,622.0,5.0,90.10542934013462,2018-05-30-10-41-13
139240,None,622.0,5.0,90.54041399953003,2018-05-30-10-45-03
139240,None,622.0,5.0,89.55059713235562,2018-05-30-10-45-55
139240,None,622.0,5.0,90.29089655248868,2018-05-30-10-46-18
139240,None,622.0,5.0,90.39941985633729,2018-05-30-10-48-20
139240,None,622.0,5.0,89.94803727462619,2018-05-30-10-49-12
139240,None,622.0,5.0,90.29011369560575,2018-05-30-10-49-36
139240,None,622.0,5.0,91.55222401545119,2018-05-30-10-51-37
139240,None,622.0,5.0,89.58993488528357,2018-05-30-10-52-29
139240,None,622.0,5.0,90.13137073281808,2018-05-30-10-52-53
139240,None,622.0,5.0,90.25902382830449,2018-05-30-10-59-10
139240,None,622.0,5.0,90.38564853478886,2018-05-30-11-00-02
139240,None,622.0,5.0,90.23680399512354,2018-05-30-11-00-26
139240,None,622.0,5.0,88.50631448617051,2018-05-30-11-02-27
139240,None,622.0,5.0,90.06690675706075,2018-05-30-11-03-19
139240,None,622.0,5.0,90.27165634122179,2018-05-30-11-03-43
139240,None,622.0,5.0,90.8071449382339,2018-05-30-11-05-43
139240,None,622.0,5.0,89.87900858253329,2018-05-30-11-06-35
139240,None,622.0,5.0,90.11598888495712,2018-05-30-11-06-58
139240,None,622.0,5.0,91.64976666252045,2018-05-30-11-25-26
139240,None,622.0,5.0,90.24367767045922,2018-05-30-11-26-18
139240,None,622.0,5.0,90.36553419314245,2018-05-30-11-26-41
139240,None,622.0,5.0,91.00719193437094,2018-05-30-11-28-41
139240,None,622.0,5.0,89.72225434955067,2018-05-30-11-29-33
139240,None,622.0,5.0,90.11334461873835,2018-05-30-11-29-57
139240,None,622.0,5.0,89.56594936786061,2018-05-30-11-31-57
139240,None,622.0,5.0,89.89322081251893,2018-05-30-11-32-50
139240,None,622.0,5.0,90.3896456391831,2018-05-30-11-33-13
139240,None,622.0,5.0,92.07497836483228,2018-05-30-11-35-14
139240,None,622.0,5.0,90.31180645403933,2018-05-30-11-36-06
139240,None,622.0,5.0,90.2795555075759,2018-05-30-11-36-30
139240,None,622.0,5.0,90.37745781363635,2018-05-30-11-38-31
139240,None,622.0,5.0,89.58478569172439,2018-05-30-11-39-23
139240,None,622.0,5.0,90.310545794989,2018-05-30-11-39-47
139240,None,622.0,5.0,90.26027652460701,2018-05-30-11-41-48
139240,None,622.0,5.0,89.68937011359517,2018-05-30-11-42-41
139240,None,622.0,5.0,90.1750261803144,2018-05-30-11-43-04
139240,None,622.0,5.0,91.55979357905932,2018-05-30-11-45-05
139240,None,622.0,5.0,89.73449949581374,2018-05-30-11-45-57
139240,None,622.0,5.0,90.22494709454728,2018-05-30-11-46-21
139240,None,622.0,5.0,91.17751652320672,2018-05-30-11-48-21
139240,None,622.0,5.0,89.95332787905109,2018-05-30-11-49-13
139240,None,622.0,5.0,90.11785307242991,2018-05-30-11-49-37
139240,None,622.0,5.0,89.79544832390846,2018-05-30-12-18-52
139241,1814,768.0,5.0,90.65854317756362,2018-05-30-12-23-04
139241,None,768.0,5.0,90.9213978058319,2018-05-30-12-27-10
139241,None,768.0,5.0,90.68962886812888,2018-05-30-12-30-20
139241,None,768.0,5.0,90.80397931539828,2018-05-30-12-33-32
139241,None,768.0,5.0,91.37685605338918,2018-05-30-12-36-43
139250,None,768.0,5.0,91.35818942762937,2018-05-30-12-45-56
139251,None,768.0,5.0,90.48947401818569,2018-05-30-12-51-08
139251,None,768.0,5.0,91.11085928295103,2018-05-30-12-54-17
139251,None,768.0,5.0,91.05104485919085,2018-05-30-12-57-27
139252,None,768.0,5.0,90.70433925616503,2018-05-30-13-04-32
139252,1364,768.0,5.0,90.15473202533693,2018-05-30-13-15-10
139257,1864,722.8,6.0,90.75549497509553,2018-05-30-13-19-44
139257,None,722.8,6.0,90.39696209759742,2018-05-30-13-22-55
