82,-6.833658,102.191307
83,-8.594660,102.191307
84,-10.094660,102.191307
85,-11.594660,102.191307
86,-13.094660,102.191307
87,-14.594660,102.191307
88,-16.094660,102.191307
89,-17.594660,102.191307
90,-19.094660,102.191307
91,-20.594660,102.191307
92,-22.095659,102.191307
93,-23.595659,102.191307
94,-25.095659,102.191307
95,-26.595659,102.191307
96,-28.095659,102.191307
97,-29.595659,102.191307
98,-31.095659,102.191307
99,-32.894661,102.191307
100,-34.139999,102.188004
101,-34.140656,100.191307
102,-34.140656,99.392296
103,-34.140656,98.223305
104,-36.095657,98.223305
105,-36.259659,102.191307
106,-37.261658,102.191307
107,-39.458656,102.191307
108,-40.958656,102.191307
110,-45.777657,102.191307
111,-46.577660,102.191307
112,-47.581657,102.191307
113,-48.730659,102.191307
114,-50.034264,102.190742
115,-50.033661,101.372307
116,-50.033661,100.272301
117,-50.033001,98.300003
118,-50.734001,98.300003
119,-52.283001,98.300003
122,-51.193657,102.191307
123,-51.958656,102.191307
124,-51.959656,103.541298
125,-51.959370,105.190979
126,-53.798000,102.190002
127,-55.297661,102.191307
128,-56.798660,102.191307
129,-58.297661,102.191307
130,-59.799263,102.190742
131,-60.602001,102.191002
132,-61.539658,102.191307
133,-62.797661,102.191307
134,-63.956657,102.191307
135,-67.106667,102.191299
136,-68.905663,102.191307
137,-70.784660,102.191299
138,-71.905663,102.191307
139,-73.405663,102.191307
140,-74.478661,102.191307
141,-75.586662,102.191307
155,-48.730000,105.112000
156,-76.685661,102.191307
157,-77.883659,102.191307
158,-79.085655,102.191307
159,-79.985130,102.189728
160,-80.584663,102.191307
161,-50.033661,99.182304
162,-51.432999,98.300003
163,-47.583656,101.331306
164,-47.583656,100.132301
165,-47.583370,99.530975
166,-44.979660,100.766304
167,-44.979660,99.566307
168,-44.979660,98.366295
169,-44.978661,97.166298
170,-44.979660,96.216301
171,-44.978661,95.316307
172,-44.978661,94.717308
173,-45.678658,97.166298
174,-46.379654,97.166298
175,-47.278656,97.166298
176,-47.979660,97.166298
177,-48.679657,97.166298
179,-49.478661,96.217308
180,-49.478661,95.316307
181,-49.478661,94.717308
182,-47.278656,96.217308
183,-47.278656,95.316307
184,-47.278656,94.717308
185,-34.140656,100.991295
186,-35.340660,98.223305
188,-61.539658,100.471306
190,-61.539658,97.474297
191,-61.539658,96.871300
192,-61.539658,95.672310
193,-61.539658,95.072304
194,-63.959656,101.372307
195,-63.958656,100.473305
196,-63.957367,99.641975
197,-63.959656,97.473305
198,-63.959656,96.872307
199,-63.959656,95.672310
200,-63.959656,95.072304
201,-65.804657,102.191307
202,-64.859657,102.191307
203,-42.457657,102.191307
205,-48.730000,103.552002
211,-44.977661,102.191307
213,-49.478661,97.166298
